,Shipment_ID,Source_City,Destination_City,Food_Product,Vehicle_Type,Road_Type,Weather_Condition,Distance_km,Shipment_Weight_kg,Fuel_Price_INR_per_litre,Avg_Speed_kmph,Transit_Time_hours,Refrigeration_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Maintenance_Cost_INR,Total_Transportation_Cost_INR,Max_Allowable_Time_hours,Cost_per_km,Delay_Hours,Delay_Ratio,Shelf_Life_Utilization,Fuel_Cost_Index,Perishability_Risk_Index
1564,SHP01565,Bengaluru,Hyderabad,Fresh Vegetables,Refrigerated Truck,National Highway,Rainy,988,17146,90.83,58,5.1,13624.71,1045.56,7590.95,1391.52,102718.25,30,103.96584008097166,0.0,0.0,0.1699999999999999,89740.04,0.0849999999999999
1565,SHP01566,Delhi,Hyderabad,Cheese,Refrigerated Truck,Urban Road,Foggy,1672,14764,88.6,38,65.97,9195.63,2895.95,3490.8,1824.25,28686.38,58,17.156925837320575,7.969999999999999,0.1208124905259966,1.1374137931034485,148139.19999999998,0.6291131418147224
1566,SHP01567,Raipur,Kolkata,Cheese,Mini Van,National Highway,Clear,133,4931,89.8,36,8.17,8832.79,2983.24,5962.23,853.27,52334.21,50,393.4903007518797,0.0,0.0,0.1634,11943.4,0.0817
1567,SHP01568,Nagpur,Pune,Paneer,Mini Van,State Highway,Rainy,135,15710,97.68,43,34.29,6671.18,3377.35,3876.09,2926.84,12107.79,33,89.68733333333334,1.2899999999999991,0.0376202974628171,1.039090909090909,13186.8,0.538355603276863
1568,SHP01569,Indore,Pune,Meat,Refrigerated Truck,Urban Road,Rainy,1792,9708,92.37,59,22.75,11745.69,380.38,4922.14,1845.33,10310.6,31,5.753683035714286,0.0,0.0,0.7338709677419355,165527.04,0.3669354838709677
1569,SHP01570,Lucknow,Chennai,Fresh Vegetables,Mini Van,National Highway,Clear,1360,15039,111.54,53,67.12,13302.7,1681.39,4072.57,3590.14,52880.82,41,38.88295588235294,26.120000000000005,0.3891537544696067,1.6370731707317074,151694.4,1.013113462600657
1570,SHP01571,Bhubaneswar,Ahmedabad,Milk,Non-Refrigerated Truck,National Highway,Clear,990,17867,113.83,63,22.71,11048.86,2667.97,3906.77,3687.91,42584.9,44,43.0150505050505,0.0,0.0,0.5161363636363636,112691.7,0.2580681818181818
1571,SHP01572,Chandigarh,Delhi,Fresh Vegetables,Refrigerated Truck,Urban Road,Foggy,1086,8171,105.74,37,29.39,8116.65,1037.09,2718.0,3680.49,97671.5,53,89.93692449355433,0.0,0.0,0.5545283018867925,114833.64,0.2772641509433962
1572,SHP01573,Mumbai,Delhi,Fresh Vegetables,Refrigerated Truck,Urban Road,Clear,1450,18443,109.26,30,64.41,9701.61,4731.35,5067.14,2702.45,36351.7,24,25.07013793103448,40.41,0.6273870517000466,2.68375,158427.0,1.6555685258500232
1573,SHP01574,Bhubaneswar,Nagpur,Fresh Fruits,Non-Refrigerated Truck,Urban Road,Hot,774,3202,92.65,63,40.54,3686.24,4178.32,2829.23,2061.52,94824.63,25,122.51244186046512,15.54,0.38332511100148,1.6216,71711.1,1.00246255550074
1574,SHP01575,Pune,Hyderabad,Meat,Mini Van,Urban Road,Clear,1703,15691,104.95,49,65.08,14872.81,869.24,1981.29,612.2,40106.23,51,23.55034057545508,14.079999999999998,0.2163491087891825,1.276078431372549,178729.85,0.7462137700808658
1575,SHP01576,Patna,Lucknow,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Hot,667,10955,86.74,60,48.95,14070.09,3420.18,6247.87,3095.42,68587.83,50,102.83032983508248,0.0,0.0,0.979,57855.58,0.4895
1576,SHP01577,Chandigarh,Nagpur,Curd,Mini Van,National Highway,Clear,2112,16781,113.81,44,9.39,14371.21,2168.89,5520.62,629.53,103237.19,63,48.88124526515151,0.0,0.0,0.149047619047619,240366.72,0.0745238095238095
1577,SHP01578,Bhubaneswar,Kolkata,Curd,Mini Van,State Highway,Hot,774,6186,105.11,44,33.57,2919.27,1695.18,3051.98,975.14,23836.67,70,30.79673126614987,0.0,0.0,0.4795714285714286,81355.14,0.2397857142857143
1578,SHP01579,Indore,Hyderabad,Paneer,Refrigerated Truck,National Highway,Hot,237,4997,94.51,63,15.99,9965.33,1596.63,5412.95,3418.23,45175.8,12,190.61518987341773,3.99,0.24953095684803,1.3325,22398.870000000003,0.791015478424015
1579,SHP01580,Hyderabad,Ranchi,Milk,Refrigerated Truck,Urban Road,Clear,1958,6302,108.19,34,8.43,10016.98,3380.81,1185.3,3458.76,88370.16,24,45.132870275791625,0.0,0.0,0.35125,211836.02,0.175625
1580,SHP01581,Bhopal,Delhi,Meat,Mini Van,Urban Road,Rainy,1849,4768,85.47,51,29.42,5648.9,4537.07,7918.51,1908.4,29104.63,44,15.740740941049216,0.0,0.0,0.6686363636363637,158034.03,0.3343181818181818
1581,SHP01582,Ranchi,Hyderabad,Milk,Non-Refrigerated Truck,State Highway,Rainy,784,15628,96.29,41,65.77,13045.11,4214.15,2215.37,2963.89,13027.3,35,16.616454081632654,30.77,0.4678424813744868,1.879142857142857,75491.36,1.173492669258672
1582,SHP01583,Bhubaneswar,Jaipur,Cheese,Refrigerated Truck,Urban Road,Hot,566,4548,111.87,60,12.0,11843.95,1875.04,7591.23,1114.47,117587.02,66,207.7509187279152,0.0,0.0,0.1818181818181818,63318.420000000006,0.0909090909090909
1583,SHP01584,Lucknow,Patna,Ready-to-Eat Meals,Mini Van,State Highway,Rainy,1188,1006,92.9,58,4.46,10934.43,3597.16,1478.04,3617.73,44812.99,28,37.72137205387205,0.0,0.0,0.1592857142857142,110365.2,0.0796428571428571
1584,SHP01585,Ahmedabad,Indore,Meat,Refrigerated Truck,Urban Road,Clear,253,6787,105.04,51,67.59,918.9,2731.45,5957.44,2719.83,106039.61,58,419.1288932806325,9.590000000000003,0.1418848942151206,1.165344827586207,26575.120000000003,0.6536148609006638
1585,SHP01586,Bhubaneswar,Chennai,Fresh Fruits,Refrigerated Truck,National Highway,Hot,1997,12714,95.8,37,40.05,14863.16,2313.76,2554.87,3473.5,30365.04,63,15.205327991987982,0.0,0.0,0.6357142857142857,191312.6,0.3178571428571428
1586,SHP01587,Delhi,Chandigarh,Meat,Refrigerated Truck,State Highway,Foggy,1395,746,96.77,66,41.98,10916.39,1624.29,7756.83,1750.07,65950.77,20,47.276537634408605,21.98,0.523582658408766,2.099,134994.15,1.3112913292043828
1587,SHP01588,Ahmedabad,Patna,Fresh Vegetables,Non-Refrigerated Truck,National Highway,Hot,410,7184,107.38,57,67.13,14556.93,589.88,3206.38,448.02,104816.55,54,255.65012195121952,13.129999999999995,0.1955906450171309,1.243148148148148,44025.8,0.7193693965826395
1588,SHP01589,Hyderabad,Chennai,Fish,Non-Refrigerated Truck,Urban Road,Foggy,1199,15155,112.31,50,51.61,1758.31,1123.65,1277.05,3974.67,12128.89,36,10.115838198498748,15.61,0.3024607634179422,1.4336111111111112,134659.69,0.8680359372645268
1589,SHP01590,Bengaluru,Nagpur,Fresh Fruits,Mini Van,National Highway,Foggy,1193,8052,90.0,40,60.22,10568.07,2918.75,1234.67,3119.96,91692.46,28,76.8587259010897,32.22,0.5350381932912653,2.150714285714286,107370.0,1.3428762395027756
1590,SHP01591,Patna,Mumbai,Paneer,Non-Refrigerated Truck,National Highway,Hot,263,15069,93.31,40,56.39,11299.75,3697.55,6988.88,915.81,20254.11,61,77.01182509505703,0.0,0.0,0.9244262295081968,24540.53,0.4622131147540984
1591,SHP01592,Patna,Kolkata,Milk,Mini Van,National Highway,Foggy,1898,12301,99.63,52,45.61,1437.74,376.49,1487.71,2668.35,31235.89,14,16.457265542676502,31.61,0.6930497697873274,3.257857142857143,189097.74,1.9754534563222352
1592,SHP01593,Mumbai,Indore,Curd,Mini Van,State Highway,Rainy,691,13349,103.41,42,50.81,1434.98,2020.0,6795.88,3798.79,45860.3,39,66.36801736613604,11.810000000000002,0.2324345601259594,1.3028205128205128,71456.31,0.7676275364732361
1593,SHP01594,Delhi,Mumbai,Fresh Fruits,Refrigerated Truck,State Highway,Foggy,655,19598,99.03,56,42.13,11552.86,995.86,2050.75,3623.55,39015.86,70,59.56619847328244,0.0,0.0,0.6018571428571429,64864.65,0.3009285714285714
1594,SHP01595,Chandigarh,Raipur,Paneer,Refrigerated Truck,State Highway,Rainy,415,10134,109.17,52,28.17,12066.35,3090.18,2933.6,3777.9,47947.49,32,115.53612048192772,0.0,0.0,0.8803125,45305.55,0.44015625
1595,SHP01596,Lucknow,Chennai,Cheese,Non-Refrigerated Truck,National Highway,Hot,1278,3139,108.04,62,23.4,13697.58,4350.35,7868.63,706.77,84960.78,51,66.47948356807511,0.0,0.0,0.4588235294117647,138075.12,0.2294117647058823
1596,SHP01597,Bhubaneswar,Lucknow,Meat,Mini Van,National Highway,Foggy,948,4657,97.16,55,15.96,11694.59,4662.55,6074.69,3460.42,33037.7,27,34.84989451476793,0.0,0.0,0.5911111111111111,92107.68,0.2955555555555555
1597,SHP01598,Bhubaneswar,Ranchi,Meat,Mini Van,Urban Road,Foggy,236,13882,86.22,65,28.07,3985.38,4449.05,2021.81,3597.87,75515.78,42,319.9821186440678,0.0,0.0,0.6683333333333333,20347.92,0.3341666666666666
1598,SHP01599,Raipur,Jaipur,Curd,Refrigerated Truck,State Highway,Rainy,1334,2418,90.83,62,43.23,14546.18,4387.33,2892.99,968.94,73419.6,12,55.03718140929536,31.23,0.722414989590562,3.6025,121167.22,2.162457494795281
1599,SHP01600,Ahmedabad,Chandigarh,Fish,Refrigerated Truck,Urban Road,Rainy,139,1443,99.61,67,43.95,4374.96,3084.48,4330.34,2917.84,32868.29,29,236.46251798561156,14.950000000000005,0.3401592718998862,1.5155172413793103,13845.79,0.9278382566395984
1600,SHP01601,Patna,Patna,Milk,Refrigerated Truck,National Highway,Hot,1038,19441,112.83,45,50.47,11044.61,1366.26,7195.45,2863.09,14166.03,36,13.64742774566474,14.47,0.2867049732514364,1.4019444444444444,117117.54,0.8443247088479404
1601,SHP01602,Ahmedabad,Chennai,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Hot,1223,1488,102.03,39,63.8,8175.94,3785.39,5977.2,2848.05,33856.87,69,27.68345870809485,0.0,0.0,0.9246376811594202,124782.69,0.4623188405797101
1602,SHP01603,Raipur,Ranchi,Meat,Mini Van,Urban Road,Foggy,1517,8436,100.91,46,48.33,2273.47,3677.64,5865.47,2418.8,79736.93,37,52.562247857613706,11.329999999999998,0.2344299606869439,1.306216216216216,153080.47,0.77032308845158
1603,SHP01604,Indore,Indore,Ready-to-Eat Meals,Mini Van,National Highway,Clear,342,7193,106.72,52,15.62,13943.37,999.93,3519.92,1180.89,34270.63,45,100.20652046783626,0.0,0.0,0.3471111111111111,36498.24,0.1735555555555555
1604,SHP01605,Ahmedabad,Bengaluru,Milk,Mini Van,National Highway,Foggy,1539,15172,89.57,30,5.75,9024.93,1135.18,5579.69,697.94,29482.55,16,19.15695256660169,0.0,0.0,0.359375,137848.22999999998,0.1796875
1605,SHP01606,Nagpur,Pune,Cheese,Refrigerated Truck,National Highway,Foggy,680,4779,89.41,58,17.39,1831.33,724.82,2210.18,1209.32,112741.43,17,165.7962205882353,0.3900000000000005,0.0224266820011501,1.0229411764705882,60798.8,0.5226839292358691
1606,SHP01607,Kolkata,Jaipur,Cheese,Non-Refrigerated Truck,State Highway,Hot,219,15115,95.36,54,65.75,6058.66,2593.69,4984.77,3683.17,115236.03,39,526.1919178082192,26.75,0.4068441064638783,1.685897435897436,20883.84,1.0463707711806571
1607,SHP01608,Delhi,Bhubaneswar,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Hot,1383,10428,114.85,35,42.6,11592.45,1743.5,4921.45,1135.1,50936.69,38,36.8305784526392,4.600000000000001,0.107981220657277,1.1210526315789473,158837.55,0.6145169261181122
1608,SHP01609,Delhi,Ahmedabad,Curd,Refrigerated Truck,Urban Road,Foggy,1499,3613,111.28,39,61.71,9467.09,4520.59,5814.68,1897.55,94380.98,33,62.96262841894596,28.71,0.46524064171123,1.87,166808.72,1.167620320855615
1609,SHP01610,Ranchi,Indore,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Rainy,939,10015,105.4,69,19.93,3740.68,375.92,2698.82,1931.36,13251.39,55,14.11223642172524,0.0,0.0,0.3623636363636363,98970.6,0.1811818181818181
1610,SHP01611,Nagpur,Mumbai,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Hot,1140,12127,96.73,43,52.27,8756.6,1755.6,1817.49,3720.11,109037.45,61,95.64688596491229,0.0,0.0,0.8568852459016394,110272.2,0.4284426229508197
1611,SHP01612,Ranchi,Lucknow,Paneer,Mini Van,State Highway,Foggy,2153,14825,101.64,52,53.75,4978.51,4404.9,7771.09,725.62,44774.31,42,20.79624245239201,11.75,0.2186046511627907,1.2797619047619049,218830.92,0.7491832779623477
1612,SHP01613,Bengaluru,Jaipur,Fresh Fruits,Refrigerated Truck,National Highway,Clear,200,4714,94.11,48,59.05,8145.41,4995.17,2072.38,2070.56,93087.84,22,465.4392,37.05,0.6274343776460627,2.684090909090909,18822.0,1.6557626433684858
1613,SHP01614,Jaipur,Ahmedabad,Curd,Refrigerated Truck,National Highway,Foggy,1388,3648,105.23,60,40.41,5110.54,3670.49,3359.93,3295.02,80416.83,31,57.93719740634006,9.409999999999997,0.2328631526849789,1.303548387096774,146059.24000000002,0.7682057698908765
1614,SHP01615,Mumbai,Delhi,Paneer,Refrigerated Truck,Urban Road,Clear,1033,3386,97.57,68,57.96,7696.05,4523.2,7097.75,528.45,51344.35,36,49.7041142303969,21.96,0.3788819875776397,1.61,100789.81,0.99444099378882
1615,SHP01616,Bhubaneswar,Hyderabad,Meat,Refrigerated Truck,Urban Road,Clear,1869,12678,88.61,68,67.61,12711.37,277.4,5160.36,3059.07,13818.47,56,7.3935098983413585,11.61,0.1717201597396834,1.2073214285714289,165612.09,0.6895207941555561
1616,SHP01617,Hyderabad,Indore,Milk,Mini Van,Urban Road,Clear,1026,2981,91.45,67,69.1,3574.24,3904.39,2507.01,647.91,75787.25,28,73.86671539961014,41.1,0.5947901591895803,2.4678571428571425,93827.7,1.5313236510233614
1617,SHP01618,Jaipur,Raipur,Cheese,Non-Refrigerated Truck,State Highway,Foggy,2103,18894,103.26,48,12.53,525.94,2415.8,4358.47,1973.73,13276.21,51,6.312986210175938,0.0,0.0,0.2456862745098039,217155.78,0.1228431372549019
1618,SHP01619,Delhi,Mumbai,Milk,Non-Refrigerated Truck,State Highway,Hot,238,1925,105.84,30,46.45,2747.45,3514.08,6886.08,884.45,115325.74,35,484.5619327731093,11.450000000000005,0.2465016146393972,1.3271428571428572,25189.92,0.7868222358911272
1619,SHP01620,Jaipur,Chandigarh,Curd,Mini Van,State Highway,Rainy,1678,1167,87.88,67,11.72,12706.92,2263.81,7924.66,1742.37,54315.92,18,32.36943980929678,0.0,0.0,0.6511111111111112,147462.63999999998,0.3255555555555556
1620,SHP01621,Ranchi,Bhubaneswar,Frozen Peas,Non-Refrigerated Truck,State Highway,Rainy,1236,6032,109.25,42,66.74,6518.33,2932.69,5501.69,437.96,38467.46,15,31.122540453074432,51.74,0.7752472280491459,4.449333333333333,135033.0,2.61229028069124
1621,SHP01622,Bhopal,Chandigarh,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Foggy,764,16986,109.73,63,68.97,11226.51,1448.0,2774.9,3416.06,28953.32,38,37.89701570680628,30.97,0.4490358126721763,1.815,83833.72,1.1320179063360882
1622,SHP01623,Jaipur,Bhubaneswar,Fresh Vegetables,Mini Van,National Highway,Foggy,1397,4185,106.69,46,37.97,946.04,2955.66,6687.67,795.08,13558.31,52,9.70530422333572,0.0,0.0,0.7301923076923077,149045.93,0.3650961538461538
1623,SHP01624,Bhopal,Ahmedabad,Paneer,Mini Van,Urban Road,Clear,1266,548,105.51,61,69.27,2622.04,1595.92,6661.12,993.64,86440.95,56,68.27879146919432,13.269999999999996,0.191569221885376,1.2369642857142855,133575.66,0.7142667537998308
1624,SHP01625,Jaipur,Patna,Paneer,Refrigerated Truck,Urban Road,Hot,1438,5447,91.96,63,56.1,8749.77,1545.2,7224.42,1995.43,118918.53,36,82.69716968011126,20.1,0.3582887700534759,1.5583333333333331,132238.47999999998,0.9583110516934046
1625,SHP01626,Chandigarh,Jaipur,Fish,Refrigerated Truck,Urban Road,Foggy,716,16667,112.59,62,51.32,10944.4,1770.15,1953.78,372.01,57794.7,54,80.71885474860335,0.0,0.0,0.9503703703703704,80614.44,0.4751851851851852
1626,SHP01627,Kolkata,Patna,Cheese,Refrigerated Truck,Urban Road,Rainy,637,12788,93.06,57,43.49,11924.34,1163.68,3555.72,3707.94,86033.76,51,135.06084772370485,0.0,0.0,0.8527450980392157,59279.22,0.4263725490196078
1627,SHP01628,Mumbai,Pune,Paneer,Non-Refrigerated Truck,National Highway,Foggy,822,12948,90.48,58,31.66,9823.73,1269.21,2634.93,1830.07,60712.02,33,73.85890510948904,0.0,0.0,0.9593939393939394,74374.56,0.4796969696969697
1628,SHP01629,Hyderabad,Bhopal,Curd,Refrigerated Truck,State Highway,Hot,903,5219,104.16,66,69.54,11471.9,4671.32,2513.91,2260.16,51537.17,30,57.07327796234773,39.540000000000006,0.5685936151855048,2.318,94056.48,1.4432968075927524
1629,SHP01630,Nagpur,Bhopal,Fresh Fruits,Mini Van,State Highway,Hot,1214,18177,95.92,53,17.4,2903.41,2381.38,3557.52,3517.02,46706.59,54,38.47330313014827,0.0,0.0,0.3222222222222222,116446.88,0.1611111111111111
1630,SHP01631,Kolkata,Delhi,Frozen Peas,Non-Refrigerated Truck,State Highway,Foggy,907,15311,112.99,45,58.57,10043.52,3147.88,1332.75,2431.45,107918.81,29,118.98435501653805,29.57,0.5048659723407888,2.019655172413793,102481.93,1.262260572377291
1631,SHP01632,Hyderabad,Kolkata,Paneer,Non-Refrigerated Truck,Urban Road,Foggy,548,7408,98.81,42,28.99,6666.74,2944.49,6936.12,594.99,92441.68,50,168.68919708029196,0.0,0.0,0.5798,54147.880000000005,0.2899
1632,SHP01633,Hyderabad,Kolkata,Fresh Fruits,Mini Van,Urban Road,Hot,698,10655,89.91,55,55.22,13765.65,1473.95,6962.72,3271.58,103763.3,24,148.65802292263612,31.22,0.565374864179645,2.3008333333333333,62757.18,1.4331040987564891
1633,SHP01634,Mumbai,Kolkata,Paneer,Non-Refrigerated Truck,National Highway,Hot,849,18200,113.73,36,15.13,9421.63,200.86,7603.45,3688.9,16099.75,25,18.96319199057715,0.0,0.0,0.6052000000000001,96556.77,0.3026
1634,SHP01635,Bhubaneswar,Bhopal,Curd,Refrigerated Truck,National Highway,Clear,900,14399,100.46,43,29.38,8354.19,700.78,1492.1,3290.49,46649.35,49,51.83261111111111,0.0,0.0,0.5995918367346939,90414.0,0.2997959183673469
1635,SHP01636,Bhopal,Mumbai,Fresh Fruits,Refrigerated Truck,State Highway,Foggy,1109,998,100.56,61,68.34,8884.79,4187.76,4999.23,1003.37,28991.67,16,26.142173128944997,52.34,0.7658764998536728,4.27125,111521.04,2.5185632499268364
1636,SHP01637,Jaipur,Patna,Meat,Refrigerated Truck,State Highway,Foggy,1037,17370,96.57,40,41.9,12554.12,724.9,1045.26,2080.07,24692.32,51,23.811301832208294,0.0,0.0,0.8215686274509804,100143.09,0.4107843137254902
1637,SHP01638,Bhopal,Kolkata,Paneer,Refrigerated Truck,State Highway,Foggy,698,8079,110.08,61,37.4,663.47,1192.47,5128.28,1408.04,106405.94,54,152.4440401146132,0.0,0.0,0.6925925925925925,76835.84,0.3462962962962962
1638,SHP01639,Chandigarh,Hyderabad,Meat,Non-Refrigerated Truck,State Highway,Rainy,577,6240,93.63,40,55.14,12973.89,4581.56,1682.27,2512.8,107245.25,18,185.8669844020797,37.14,0.6735582154515778,3.063333333333333,54024.51,1.868445774392456
1639,SHP01640,Delhi,Chennai,Fish,Mini Van,State Highway,Clear,1835,1388,85.41,49,32.36,923.21,4077.52,3703.55,3397.65,70769.27,15,38.56635967302453,17.36,0.5364647713226205,2.1573333333333333,156727.35,1.346899052327977
1640,SHP01641,Pune,Pune,Cheese,Non-Refrigerated Truck,State Highway,Hot,1577,12420,99.92,63,37.53,8948.59,455.72,3266.85,1780.59,34820.94,45,22.080494610019024,0.0,0.0,0.8340000000000001,157573.84,0.417
1641,SHP01642,Patna,Hyderabad,Curd,Mini Van,Urban Road,Clear,2103,10983,112.78,51,42.12,7787.6,3288.58,3315.92,2491.56,117107.49,19,55.68592011412269,23.12,0.5489078822412156,2.216842105263158,237176.34,1.3828749937521867
1642,SHP01643,Delhi,Chennai,Fresh Vegetables,Mini Van,National Highway,Rainy,633,8236,93.2,52,71.32,5870.11,2675.28,2342.53,337.81,17631.63,54,27.854075829383888,17.319999999999993,0.2428491306786314,1.3207407407407403,58995.6,0.7817949357096861
1643,SHP01644,Indore,Kolkata,Curd,Refrigerated Truck,National Highway,Clear,273,1604,92.99,58,58.77,2366.44,1951.55,1732.71,1597.74,94319.38,16,345.49223443223445,42.77,0.727752254551642,3.673125,25386.27,2.200438627275821
1644,SHP01645,Pune,Lucknow,Ready-to-Eat Meals,Non-Refrigerated Truck,Urban Road,Rainy,1951,17064,107.14,41,6.71,2299.04,2588.44,1113.56,2597.75,42826.71,65,21.951158380317786,0.0,0.0,0.1032307692307692,209030.14,0.0516153846153846
1645,SHP01646,Patna,Jaipur,Fresh Vegetables,Refrigerated Truck,State Highway,Clear,1900,5267,108.27,68,57.29,11261.3,925.05,6256.66,3964.97,51312.28,58,27.006463157894736,0.0,0.0,0.9877586206896553,205713.0,0.4938793103448275
1646,SHP01647,Delhi,Hyderabad,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Clear,1057,17753,98.07,60,38.2,2145.69,4782.92,7412.89,1329.33,97091.89,31,91.85609271523178,7.200000000000003,0.1884816753926702,1.2322580645161292,103659.99,0.7103698699543997
1647,SHP01648,Raipur,Chandigarh,Fresh Fruits,Non-Refrigerated Truck,State Highway,Clear,1109,12140,110.01,58,19.69,10465.18,1023.17,7263.46,946.54,9165.0,45,8.264201983769162,0.0,0.0,0.4375555555555556,122001.09,0.2187777777777778
1648,SHP01649,Raipur,Pune,Fish,Refrigerated Truck,National Highway,Foggy,595,8908,90.16,60,62.04,14859.44,1093.25,5433.4,3614.04,58893.62,31,98.98087394957984,31.04,0.5003223726627982,2.0012903225806453,53645.2,1.2508063476217215
1649,SHP01650,Chennai,Bhubaneswar,Fresh Fruits,Non-Refrigerated Truck,National Highway,Hot,1971,3310,96.01,41,22.4,10387.37,1970.45,1848.02,2381.84,52144.3,17,26.45575849822425,5.399999999999999,0.2410714285714285,1.3176470588235294,189235.71,0.779359243697479
1650,SHP01651,Indore,Kolkata,Paneer,Refrigerated Truck,State Highway,Clear,574,14837,97.13,64,25.79,1590.58,1220.44,4975.47,3984.28,35167.12,41,61.26675958188154,0.0,0.0,0.6290243902439024,55752.62,0.3145121951219512
1651,SHP01652,Hyderabad,Bengaluru,Cheese,Mini Van,State Highway,Foggy,1787,14386,94.38,56,8.28,8359.86,1701.68,1686.61,1240.36,115791.26,68,64.7964521544488,0.0,0.0,0.1217647058823529,168657.06,0.0608823529411764
1652,SHP01653,Chandigarh,Kolkata,Curd,Refrigerated Truck,Urban Road,Foggy,1130,16334,91.53,44,70.48,12599.36,391.28,4589.81,1024.19,62200.94,70,55.045079646017705,0.480000000000004,0.0068104426787741,1.006857142857143,103428.9,0.5068337927679586
1653,SHP01654,Chennai,Kolkata,Milk,Non-Refrigerated Truck,State Highway,Foggy,2071,13247,95.14,59,58.09,14341.85,3148.52,7003.36,1616.18,54982.5,61,26.548768710767742,0.0,0.0,0.9522950819672132,197034.94,0.4761475409836065
1654,SHP01655,Ahmedabad,Bhopal,Curd,Non-Refrigerated Truck,Urban Road,Rainy,1516,17515,85.54,36,14.07,11051.01,1357.38,2394.28,2438.13,84280.76,25,55.59416886543535,0.0,0.0,0.5628,129678.64,0.2814
1655,SHP01656,Nagpur,Ranchi,Curd,Mini Van,State Highway,Clear,1388,13544,106.1,65,37.29,4990.17,4860.69,7531.15,582.74,90504.48,59,65.20495677233428,0.0,0.0,0.6320338983050847,147266.8,0.3160169491525423
1656,SHP01657,Nagpur,Nagpur,Fresh Vegetables,Mini Van,State Highway,Hot,1380,15619,105.52,53,26.9,4141.8,748.19,3703.42,1738.83,35191.15,49,25.500833333333336,0.0,0.0,0.5489795918367346,145617.6,0.2744897959183673
