Shipment_ID,Source_City,Destination_City,Food_Product,Vehicle_Type,Road_Type,Weather_Condition,Distance_km,Shipment_Weight_kg,Fuel_Price_INR_per_litre,Avg_Speed_kmph,Transit_Time_hours,Refrigeration_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Maintenance_Cost_INR,Total_Transportation_Cost_INR,Max_Allowable_Time_hours
SHP00957,Chennai,Lucknow,Fish,Refrigerated Truck,National Highway,Foggy,281,8055,108.2,52,13.54,10909.72,2487.03,1167.93,1010.8,82209.6,34
SHP00958,Nagpur,Chennai,Milk,Mini Van,National Highway,Clear,1194,19418,107.23,59,15.33,2555.28,2657.78,4423.41,2341.6,101242.82,38
SHP00959,Nagpur,Pune,Curd,Non-Refrigerated Truck,Urban Road,Rainy,1902,18075,107.63,52,58.11,3594.77,1637.32,5420.08,3823.12,95626.82,47
SHP00960,Chandigarh,Lucknow,Milk,Refrigerated Truck,State Highway,Foggy,437,1436,87.03,41,12.72,8655.98,3305.59,3816.58,3183.2,117763.49,56
SHP00961,Ranchi,Bhopal,Fresh Vegetables,Mini Van,Urban Road,Clear,2000,10871,114.7,48,16.88,13416.32,302.96,1879.66,1913.82,92197.55,56
SHP00962,Kolkata,Kolkata,Meat,Mini Van,National Highway,Rainy,913,13293,110.76,36,15.66,799.08,3745.02,5872.86,2171.59,19388.03,31
SHP00963,Bengaluru,Bhubaneswar,Fresh Fruits,Mini Van,National Highway,Foggy,1299,6597,100.24,56,29.17,12429.83,675.98,6894.57,3992.15,23328.3,23
SHP00964,Nagpur,Chandigarh,Fresh Fruits,Mini Van,State Highway,Rainy,1697,11372,106.58,55,51.24,11435.11,2334.22,5490.49,2959.87,114500.42,46
SHP00965,Ranchi,Kolkata,Fresh Fruits,Non-Refrigerated Truck,National Highway,Clear,1268,15071,107.18,47,47.78,2844.54,906.18,5057.48,673.82,7788.08,16
SHP00966,Bhubaneswar,Nagpur,Fish,Non-Refrigerated Truck,Urban Road,Rainy,858,522,109.89,57,53.28,5909.16,1013.59,3964.46,2556.21,48360.3,12
SHP00967,Pune,Bhubaneswar,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Clear,1099,13401,92.66,40,53.42,13636.59,2429.44,5704.78,3785.45,54611.78,28
SHP00968,Lucknow,Ahmedabad,Ready-to-Eat Meals,Mini Van,State Highway,Foggy,2037,3703,96.16,31,4.2,2622.6,513.59,3198.46,1014.29,34829.92,43
SHP00969,Pune,Lucknow,Meat,Non-Refrigerated Truck,State Highway,Hot,586,17335,108.99,46,50.55,2114.73,919.44,5057.67,3162.4,88951.23,15
SHP00970,Delhi,Bengaluru,Cheese,Mini Van,National Highway,Hot,760,773,108.07,58,50.55,11160.59,2809.44,3333.95,1835.15,100776.53,13
SHP00971,Ranchi,Pune,Frozen Peas,Mini Van,State Highway,Clear,1337,17908,100.68,61,8.22,7328.27,3541.13,5322.24,830.39,114983.87,61
SHP00972,Kolkata,Indore,Ready-to-Eat Meals,Mini Van,State Highway,Hot,1588,11400,96.89,44,33.04,4619.76,1925.22,4266.93,3401.86,116213.67,36
SHP00973,Bhubaneswar,Chennai,Cheese,Refrigerated Truck,National Highway,Clear,1544,8988,114.05,47,9.35,2992.04,4356.11,2602.55,2666.3,50051.09,30
SHP00974,Mumbai,Kolkata,Fresh Fruits,Non-Refrigerated Truck,National Highway,Hot,417,8356,97.45,57,16.98,10972.23,972.33,2894.95,347.17,113743.06,30
SHP00975,Delhi,Lucknow,Cheese,Non-Refrigerated Truck,Urban Road,Hot,461,13904,107.92,56,37.3,6872.8,2890.82,6091.59,3374.11,60817.41,57
SHP00976,Patna,Kolkata,Milk,Refrigerated Truck,Urban Road,Foggy,403,9628,97.38,62,4.82,3971.36,628.66,2184.71,2282.45,100820.57,33
SHP00977,Bengaluru,Patna,Milk,Refrigerated Truck,State Highway,Clear,1615,1070,94.3,39,10.46,14179.08,1003.85,3032.22,2609.22,95595.79,23
SHP00978,Chandigarh,Lucknow,Cheese,Refrigerated Truck,National Highway,Rainy,1632,15735,104.23,53,9.77,8635.45,4562.11,6064.07,2384.3,30811.89,68
SHP00979,Lucknow,Ranchi,Paneer,Refrigerated Truck,State Highway,Foggy,1388,7206,109.23,63,12.47,5621.81,4965.41,1193.3,1744.21,70630.0,48
SHP00980,Mumbai,Patna,Curd,Mini Van,Urban Road,Rainy,831,1266,114.44,56,7.39,10935.04,4987.84,1018.24,803.29,116690.85,67
SHP00981,Chennai,Bhubaneswar,Frozen Peas,Non-Refrigerated Truck,State Highway,Foggy,378,2126,89.47,49,45.62,7698.19,4042.11,3761.5,2959.91,65563.18,14
SHP00982,Indore,Indore,Fish,Non-Refrigerated Truck,Urban Road,Clear,1543,1153,111.28,54,16.14,636.57,1158.14,7644.4,2830.62,65081.26,62
SHP00983,Bengaluru,Ranchi,Cheese,Non-Refrigerated Truck,Urban Road,Rainy,1536,15256,100.72,55,62.66,12689.14,1573.19,1331.3,3479.2,77102.51,19
SHP00984,Bengaluru,Delhi,Meat,Mini Van,State Highway,Foggy,787,12817,88.23,50,64.17,1462.03,627.34,7279.3,2574.16,111821.74,66
SHP00985,Hyderabad,Ranchi,Paneer,Non-Refrigerated Truck,Urban Road,Hot,1321,6334,108.83,42,50.99,14845.63,459.44,4945.64,463.8,49604.44,40
SHP00986,Jaipur,Mumbai,Fresh Vegetables,Refrigerated Truck,Urban Road,Rainy,1244,6124,94.95,62,8.42,5571.17,3716.49,1690.95,1824.78,9367.3,36
SHP00987,Mumbai,Patna,Paneer,Non-Refrigerated Truck,National Highway,Foggy,797,6542,111.05,39,64.63,8110.17,2793.95,6813.09,686.66,25748.69,30
SHP00988,Indore,Pune,Frozen Peas,Non-Refrigerated Truck,State Highway,Foggy,1844,3377,89.73,57,32.47,14993.37,3370.87,1322.81,2507.85,115435.29,57
SHP00989,Chennai,Delhi,Meat,Mini Van,State Highway,Rainy,1352,5106,106.33,62,16.32,4403.46,2984.41,4588.71,1052.3,35025.74,22
SHP00990,Indore,Bengaluru,Paneer,Refrigerated Truck,State Highway,Hot,192,15862,94.02,40,56.96,7208.71,256.75,5329.47,3790.8,90528.16,37
SHP00991,Raipur,Lucknow,Fish,Refrigerated Truck,Urban Road,Rainy,1025,16410,92.72,43,27.58,11445.96,1734.9,5749.53,874.95,49112.29,14
SHP00992,Lucknow,Kolkata,Curd,Refrigerated Truck,Urban Road,Rainy,120,5894,86.51,49,38.41,7271.29,3517.8,2650.69,3382.0,9321.16,58
SHP00993,Nagpur,Nagpur,Meat,Non-Refrigerated Truck,Urban Road,Rainy,2002,12124,99.46,65,54.53,5340.42,4333.73,2878.79,2552.4,43042.61,57
SHP00994,Raipur,Bhopal,Milk,Refrigerated Truck,State Highway,Foggy,687,14933,96.75,49,10.88,2249.14,941.06,6940.21,1441.24,52475.11,66
SHP00995,Bhubaneswar,Delhi,Fish,Refrigerated Truck,National Highway,Hot,516,9882,86.85,37,15.53,7939.29,766.2,3489.12,3228.12,31641.89,19
SHP00996,Raipur,Ranchi,Fresh Fruits,Non-Refrigerated Truck,State Highway,Rainy,90,13053,91.8,44,69.86,8500.31,4802.65,4691.96,3873.94,116476.78,32
SHP00997,Nagpur,Jaipur,Fresh Vegetables,Mini Van,State Highway,Rainy,820,7655,99.62,62,52.52,3875.93,4842.78,4120.19,833.98,118941.73,62
SHP00998,Jaipur,Ranchi,Frozen Peas,Non-Refrigerated Truck,State Highway,Rainy,1217,17267,109.25,48,19.72,5341.47,3800.21,2263.37,3405.82,36797.95,12
SHP00999,Ahmedabad,Patna,Frozen Peas,Mini Van,National Highway,Rainy,1756,2698,112.88,41,43.02,4830.01,484.06,3845.97,3303.03,115330.57,42
SHP01000,Mumbai,Nagpur,Cheese,Mini Van,State Highway,Rainy,328,5867,100.46,46,16.78,6696.86,3225.17,1303.5,3112.81,110797.67,53
SHP01001,Bhopal,Lucknow,Frozen Peas,Refrigerated Truck,National Highway,Rainy,107,17454,97.1,62,62.85,12074.46,816.33,2054.06,1301.24,114124.57,32
SHP01002,Pune,Indore,Frozen Peas,Refrigerated Truck,National Highway,Hot,217,19526,113.64,49,34.51,5322.36,4257.94,6828.12,3151.3,89699.73,49
SHP01003,Jaipur,Delhi,Curd,Non-Refrigerated Truck,State Highway,Hot,1703,4231,113.89,60,58.87,4450.55,1655.21,7473.65,592.43,61203.32,65
SHP01004,Chandigarh,Raipur,Fresh Vegetables,Mini Van,State Highway,Hot,131,19872,90.71,67,70.09,12677.85,2480.43,1148.52,690.09,52329.27,38
SHP01005,Nagpur,Jaipur,Curd,Non-Refrigerated Truck,State Highway,Clear,1943,6974,100.94,48,70.7,12260.74,1096.87,3247.95,1435.46,8275.61,68
SHP01006,Kolkata,Bhubaneswar,Milk,Refrigerated Truck,Urban Road,Clear,183,17645,109.63,48,13.36,12002.79,3680.5,7548.67,1251.64,29629.65,44
SHP01007,Bhopal,Pune,Meat,Mini Van,National Highway,Foggy,1558,1427,109.67,42,68.25,11270.11,2610.55,6037.08,2060.38,90023.42,58
SHP01008,Mumbai,Jaipur,Paneer,Refrigerated Truck,State Highway,Hot,1119,19028,105.55,67,22.38,13386.39,3588.02,1086.77,2392.72,18041.58,17
SHP01009,Bengaluru,Indore,Fresh Vegetables,Refrigerated Truck,National Highway,Hot,311,2298,99.14,30,28.45,10841.78,1734.64,1755.65,1412.65,6508.07,14
SHP01010,Chandigarh,Pune,Paneer,Refrigerated Truck,Urban Road,Hot,2189,11962,97.11,40,8.28,2956.29,2008.78,6159.92,2874.37,95992.27,27
SHP01011,Hyderabad,Nagpur,Fresh Fruits,Mini Van,Urban Road,Rainy,1989,11863,109.19,56,47.9,978.16,4503.23,5760.65,325.61,50068.84,14
SHP01012,Bhubaneswar,Patna,Curd,Mini Van,State Highway,Rainy,68,8097,91.77,66,47.8,3137.03,1420.43,7130.16,1147.2,50485.06,24
SHP01013,Lucknow,Patna,Fish,Refrigerated Truck,National Highway,Foggy,626,14392,97.85,68,56.84,5787.25,4534.5,6298.72,1606.6,36252.74,48
SHP01014,Kolkata,Hyderabad,Paneer,Mini Van,Urban Road,Hot,2085,13513,102.01,30,68.35,1267.57,563.66,7615.86,1757.2,101598.19,14
SHP01015,Jaipur,Nagpur,Fish,Refrigerated Truck,Urban Road,Rainy,718,12951,109.95,44,33.12,11476.5,962.68,4801.24,1647.42,98990.29,28
SHP01016,Hyderabad,Mumbai,Cheese,Refrigerated Truck,National Highway,Hot,1738,17334,96.22,47,31.71,9799.0,3383.13,2842.05,345.17,63141.85,66
SHP01017,Mumbai,Ahmedabad,Fresh Vegetables,Refrigerated Truck,Urban Road,Hot,1320,6891,101.46,54,47.46,10910.97,4972.06,1917.83,3770.17,72583.92,23
SHP01018,Raipur,Bhopal,Cheese,Mini Van,National Highway,Rainy,1784,7085,93.37,30,49.38,1888.94,4682.3,1031.96,3125.11,33262.4,63
SHP01019,Bengaluru,Hyderabad,Meat,Non-Refrigerated Truck,State Highway,Rainy,1375,4385,110.11,48,34.28,5267.17,2640.38,1874.66,321.34,21583.38,69
SHP01020,Hyderabad,Bengaluru,Cheese,Non-Refrigerated Truck,National Highway,Clear,2113,12473,108.57,63,66.51,7161.45,2733.55,5194.92,1598.42,43207.32,52
SHP01021,Indore,Bengaluru,Fish,Mini Van,State Highway,Rainy,669,19431,109.6,39,7.55,9237.59,2952.47,3840.44,1937.19,94305.72,60
SHP01022,Lucknow,Delhi,Frozen Peas,Mini Van,National Highway,Clear,1949,19916,86.72,41,55.44,12140.18,4002.89,6546.09,1101.91,107670.25,44
SHP01023,Hyderabad,Jaipur,Curd,Refrigerated Truck,Urban Road,Rainy,1051,11018,99.61,68,18.14,14665.59,2843.91,3299.01,3689.13,52949.97,34
SHP01024,Ahmedabad,Hyderabad,Cheese,Refrigerated Truck,State Highway,Hot,490,18093,89.08,31,37.68,1691.95,765.29,3494.95,2999.06,108178.87,42
SHP01025,Mumbai,Pune,Meat,Non-Refrigerated Truck,National Highway,Rainy,630,13275,105.21,61,61.9,9803.84,4223.71,5318.53,3495.02,38856.91,57
SHP01026,Indore,Jaipur,Fresh Vegetables,Refrigerated Truck,State Highway,Foggy,425,13011,94.34,55,26.41,2455.41,4449.56,7562.42,3029.88,48782.85,61
SHP01027,Bhopal,Bengaluru,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Hot,2035,17868,108.24,49,65.18,4848.12,4606.37,5136.85,1613.37,41569.06,22
SHP01028,Pune,Nagpur,Meat,Non-Refrigerated Truck,National Highway,Foggy,1531,12888,86.96,35,34.65,11694.69,2218.96,2614.83,2063.16,32791.93,67
SHP01029,Lucknow,Bengaluru,Curd,Mini Van,State Highway,Hot,1857,11505,100.4,36,51.79,14914.43,1262.11,3739.77,523.54,51127.33,29
SHP01030,Bhopal,Ahmedabad,Paneer,Mini Van,State Highway,Rainy,778,14699,88.71,31,53.14,8133.96,773.14,7461.12,1859.61,43801.78,22
SHP01031,Raipur,Pune,Milk,Mini Van,State Highway,Rainy,1943,11414,101.74,46,21.74,5620.21,2718.22,6618.7,3265.37,29775.05,40
SHP01032,Nagpur,Bhopal,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Rainy,229,11171,103.22,55,65.24,3604.39,1531.75,1238.7,3067.04,65807.34,42
SHP01033,Mumbai,Bhopal,Fish,Mini Van,National Highway,Clear,2018,5144,98.86,60,12.47,11846.72,2250.98,2777.19,3203.17,80208.43,35
SHP01034,Chandigarh,Ahmedabad,Milk,Non-Refrigerated Truck,National Highway,Rainy,1809,10227,93.39,63,44.12,13603.93,675.21,5227.7,1301.44,89893.23,38
SHP01035,Delhi,Chandigarh,Meat,Mini Van,State Highway,Foggy,1528,11129,85.97,47,67.17,12804.39,1156.31,6165.5,665.44,95946.94,30
SHP01036,Kolkata,Bhubaneswar,Meat,Non-Refrigerated Truck,National Highway,Clear,1041,6854,104.86,43,6.11,7890.53,2304.39,1840.86,2002.52,63378.19,31
SHP01037,Chandigarh,Hyderabad,Meat,Refrigerated Truck,National Highway,Rainy,1947,10611,111.11,34,40.13,9042.87,1057.14,4605.07,2077.96,46811.14,28
SHP01038,Ahmedabad,Mumbai,Milk,Refrigerated Truck,National Highway,Clear,1513,5705,107.01,52,20.76,12631.0,1280.97,4937.25,2610.23,35225.23,59
SHP01039,Chandigarh,Bhopal,Cheese,Non-Refrigerated Truck,State Highway,Clear,1962,6124,111.79,30,17.09,13968.39,295.66,1849.19,648.72,53488.92,23
SHP01040,Kolkata,Chandigarh,Curd,Non-Refrigerated Truck,National Highway,Hot,2032,13550,112.89,49,19.9,14115.62,550.68,4077.53,443.1,39731.25,43
SHP01041,Raipur,Delhi,Fresh Vegetables,Refrigerated Truck,National Highway,Clear,1229,9677,98.49,31,65.38,10501.79,758.85,1021.72,3064.5,68142.78,13
SHP01042,Pune,Mumbai,Curd,Non-Refrigerated Truck,Urban Road,Clear,1532,12058,105.94,66,32.94,3279.38,3351.58,5895.97,2670.94,6389.22,51
SHP01043,Ahmedabad,Raipur,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Hot,1744,11651,96.92,30,20.04,5038.32,919.99,1536.19,1113.7,59470.88,64
SHP01044,Chennai,Ahmedabad,Fresh Vegetables,Refrigerated Truck,State Highway,Rainy,485,19556,112.59,39,67.07,4360.24,4426.86,2023.69,3405.52,90078.22,55
SHP01045,Mumbai,Mumbai,Paneer,Non-Refrigerated Truck,National Highway,Foggy,1787,8271,101.89,34,25.87,3015.4,3969.87,6546.64,1585.99,37134.56,55
SHP01046,Patna,Hyderabad,Meat,Mini Van,National Highway,Clear,1651,12140,107.57,42,53.2,4136.01,4123.03,3896.57,2075.3,105215.15,42
SHP01047,Bengaluru,Bengaluru,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Foggy,95,15989,85.44,33,40.53,13113.15,1890.2,5853.18,766.65,25884.22,50
SHP01048,Delhi,Ranchi,Fresh Fruits,Mini Van,State Highway,Clear,1845,12661,102.27,53,50.18,11669.88,477.0,5581.87,3898.89,95866.49,57
SHP01049,Kolkata,Ahmedabad,Curd,Non-Refrigerated Truck,State Highway,Foggy,1991,15435,107.26,56,16.42,1134.18,567.05,2054.6,2983.63,90252.69,46
SHP01050,Patna,Ranchi,Paneer,Non-Refrigerated Truck,National Highway,Hot,2014,6377,92.71,65,50.14,2641.72,3510.68,2183.67,1188.41,50358.9,55
SHP01051,Chennai,Bhopal,Meat,Mini Van,Urban Road,Clear,293,11306,85.43,65,65.6,14779.98,4631.11,5613.94,3812.56,5197.46,13
SHP01052,Chandigarh,Pune,Frozen Peas,Non-Refrigerated Truck,Urban Road,Clear,205,19790,107.31,31,10.86,3776.59,1041.36,2667.15,1713.4,16021.38,36
SHP01053,Raipur,Ranchi,Frozen Peas,Non-Refrigerated Truck,Urban Road,Rainy,1011,18935,95.14,61,26.2,9698.7,4348.49,4091.62,1873.79,68354.54,15
SHP01054,Bhopal,Ranchi,Cheese,Mini Van,National Highway,Rainy,994,16255,97.86,46,70.14,3480.65,3334.34,6749.34,910.39,111758.59,48
SHP01055,Chandigarh,Indore,Milk,Non-Refrigerated Truck,National Highway,Clear,1328,4559,101.86,41,19.31,3888.21,3448.11,2917.01,1878.54,56074.07,64
SHP01056,Mumbai,Nagpur,Frozen Peas,Refrigerated Truck,National Highway,Hot,1435,9519,88.31,41,8.05,7728.54,3548.65,3397.56,3901.17,92622.84,70
SHP01057,Jaipur,Bhubaneswar,Fish,Mini Van,Urban Road,Foggy,1786,7655,88.11,50,7.74,7571.12,498.7,3192.98,1902.63,23085.93,50
SHP01058,Mumbai,Bhubaneswar,Meat,Mini Van,State Highway,Rainy,2012,4641,113.83,37,22.72,9869.51,3098.4,6222.27,2890.55,96929.09,47
SHP01059,Jaipur,Ranchi,Fresh Fruits,Mini Van,National Highway,Rainy,202,4644,95.17,51,37.65,2938.95,2519.84,3248.48,3920.52,35292.35,13
SHP01060,Jaipur,Ranchi,Ready-to-Eat Meals,Mini Van,National Highway,Rainy,1513,19051,92.67,39,22.28,4309.35,4215.61,3680.63,2604.65,19275.75,67
SHP01061,Ahmedabad,Bhopal,Meat,Refrigerated Truck,State Highway,Rainy,289,12421,86.43,49,23.1,9550.15,2255.03,4890.46,1353.2,59107.29,58
SHP01062,Raipur,Jaipur,Frozen Peas,Mini Van,State Highway,Hot,480,16703,90.22,57,60.54,1912.36,2645.69,4577.68,1571.7,63057.85,32
SHP01063,Delhi,Jaipur,Fresh Fruits,Mini Van,Urban Road,Clear,549,12524,97.93,54,56.15,13685.21,2986.27,2929.52,1175.47,72964.98,61
SHP01064,Chandigarh,Bhopal,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Foggy,2173,3645,95.26,57,25.14,3092.6,3016.32,5264.95,3803.34,59195.59,47
SHP01065,Ahmedabad,Kolkata,Cheese,Mini Van,Urban Road,Rainy,346,15108,97.74,33,27.45,6856.73,2119.81,3481.12,3604.49,53524.53,44
SHP01066,Lucknow,Jaipur,Cheese,Non-Refrigerated Truck,National Highway,Hot,1132,9715,106.12,55,69.94,2075.44,997.9,4206.69,2653.69,78328.85,27
SHP01067,Pune,Patna,Paneer,Mini Van,Urban Road,Hot,1479,15853,104.25,42,68.61,10430.11,1406.63,3642.02,592.52,88496.76,50
SHP01068,Chennai,Nagpur,Ready-to-Eat Meals,Mini Van,Urban Road,Rainy,576,14675,99.79,48,70.17,5240.36,2179.56,6492.34,3229.03,52115.23,71
SHP01069,Chennai,Indore,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Foggy,1805,9511,109.44,63,67.87,1567.77,3174.74,4781.06,3324.81,99654.17,27
SHP01070,Bhubaneswar,Hyderabad,Fish,Non-Refrigerated Truck,National Highway,Rainy,1858,1862,110.72,45,46.71,9093.21,2381.63,7913.14,3076.62,46916.96,24
SHP01071,Bengaluru,Chennai,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Hot,1260,958,102.72,33,24.97,14719.69,3999.86,4454.42,935.45,108074.83,67
SHP01072,Indore,Ranchi,Frozen Peas,Non-Refrigerated Truck,State Highway,Foggy,1098,15210,88.53,49,69.93,13127.88,2960.28,7235.17,1344.45,26969.94,24
SHP01073,Indore,Raipur,Fish,Mini Van,State Highway,Hot,348,4242,97.19,55,54.51,10691.96,1844.85,5016.07,3306.4,72166.91,62
SHP01074,Hyderabad,Ranchi,Ready-to-Eat Meals,Refrigerated Truck,National Highway,Clear,622,3627,104.03,67,52.36,683.41,2586.25,7253.14,1941.33,110702.59,67
SHP01075,Mumbai,Hyderabad,Curd,Non-Refrigerated Truck,Urban Road,Hot,1204,18926,86.89,59,58.24,12968.04,1924.81,5648.86,1196.0,30089.94,55
SHP01076,Indore,Ahmedabad,Paneer,Non-Refrigerated Truck,Urban Road,Rainy,1834,17123,85.6,35,44.7,13502.64,345.6,1845.03,2675.7,118333.89,63
SHP01077,Bengaluru,Mumbai,Paneer,Refrigerated Truck,National Highway,Foggy,725,16134,113.45,67,43.66,1050.96,1549.13,1658.13,2496.19,97746.57,51
SHP01078,Indore,Nagpur,Curd,Non-Refrigerated Truck,National Highway,Rainy,1101,5433,106.9,42,28.57,2274.6,2364.23,6350.32,2221.79,51570.69,18
SHP01079,Raipur,Indore,Fish,Mini Van,Urban Road,Clear,1453,11663,89.59,65,14.25,7046.21,1425.38,5786.4,1572.65,61354.23,38
SHP01080,Raipur,Raipur,Cheese,Non-Refrigerated Truck,Urban Road,Foggy,478,5263,98.35,46,33.82,6329.95,3653.9,4154.5,3166.44,15408.82,71
SHP01081,Lucknow,Patna,Curd,Mini Van,State Highway,Foggy,2181,4163,90.81,56,39.18,4769.11,4338.16,4006.39,2405.63,56514.43,36
SHP01082,Raipur,Bhubaneswar,Meat,Non-Refrigerated Truck,Urban Road,Foggy,547,9829,85.31,64,63.69,3369.82,1625.36,5625.48,3502.45,118881.78,62
SHP01083,Patna,Ranchi,Milk,Refrigerated Truck,State Highway,Hot,900,8212,96.75,69,31.31,8462.08,316.25,4887.82,3370.17,119202.44,52
SHP01084,Indore,Bhopal,Fresh Fruits,Mini Van,Urban Road,Rainy,1108,1500,104.45,62,64.05,11684.18,4402.57,2417.52,3788.56,23902.45,69
SHP01085,Ranchi,Raipur,Cheese,Non-Refrigerated Truck,Urban Road,Foggy,993,14752,113.62,47,25.59,14087.07,2971.48,7127.27,3040.47,6703.35,31
SHP01086,Ahmedabad,Ahmedabad,Cheese,Mini Van,Urban Road,Foggy,2194,18339,108.1,49,68.24,4865.96,227.92,5922.48,811.89,21355.43,34
SHP01087,Raipur,Delhi,Fresh Vegetables,Refrigerated Truck,State Highway,Foggy,1831,10086,91.9,62,6.65,10696.87,2599.58,5560.71,1652.09,69741.73,31
SHP01088,Bengaluru,Chennai,Cheese,Non-Refrigerated Truck,State Highway,Clear,975,6194,95.09,60,39.72,11928.76,664.42,4334.95,3085.02,109770.12,28
SHP01089,Ranchi,Ranchi,Paneer,Non-Refrigerated Truck,Urban Road,Foggy,538,12532,100.62,66,25.87,7430.41,3434.74,7619.38,799.07,7576.84,17
SHP01090,Hyderabad,Mumbai,Cheese,Mini Van,State Highway,Hot,453,10161,90.74,48,24.02,13855.87,2762.38,1075.96,2804.07,44595.91,59
SHP01091,Ahmedabad,Patna,Meat,Refrigerated Truck,State Highway,Hot,823,5200,109.99,62,9.4,833.2,4583.31,5888.71,1515.28,119359.32,19
SHP01092,Bhubaneswar,Delhi,Cheese,Refrigerated Truck,State Highway,Foggy,1296,14710,90.04,46,50.33,13556.97,2096.26,7878.61,1172.93,67491.5,38
SHP01093,Indore,Jaipur,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Hot,452,15552,93.7,62,30.69,13441.28,4633.47,5135.53,2316.36,62351.79,53
SHP01094,Patna,Ranchi,Paneer,Mini Van,National Highway,Hot,1851,12871,102.33,65,68.54,2486.47,4215.05,5153.16,633.0,12905.38,71
SHP01095,Jaipur,Kolkata,Curd,Non-Refrigerated Truck,State Highway,Foggy,233,8286,88.7,34,52.44,6871.63,3811.75,6557.24,2867.42,47057.25,21
SHP01096,Bhopal,Indore,Curd,Non-Refrigerated Truck,Urban Road,Hot,944,5866,103.74,69,34.12,7979.98,2302.36,1167.48,1806.58,56721.26,52
SHP01097,Patna,Delhi,Frozen Peas,Mini Van,State Highway,Clear,1642,2407,113.33,56,46.66,6328.62,2188.63,1808.92,2510.72,62712.59,48
SHP01098,Lucknow,Delhi,Milk,Refrigerated Truck,Urban Road,Foggy,1566,4088,105.75,36,8.49,13485.57,2094.36,6919.66,622.69,108232.72,14
SHP01099,Ranchi,Pune,Milk,Non-Refrigerated Truck,State Highway,Rainy,110,8483,109.38,43,44.06,10838.29,448.05,5598.37,1922.45,109340.59,70
SHP01100,Pune,Bhubaneswar,Ready-to-Eat Meals,Non-Refrigerated Truck,Urban Road,Hot,1758,10957,98.15,33,49.3,2290.75,3108.99,7878.59,3203.43,53499.5,30
SHP01101,Raipur,Patna,Milk,Mini Van,National Highway,Foggy,1039,15825,95.96,47,11.22,13934.37,4030.01,3851.49,2926.01,8006.4,29
SHP01102,Pune,Bhopal,Cheese,Mini Van,Urban Road,Rainy,1997,18141,94.86,63,50.41,1169.49,3771.48,4128.91,2291.71,104781.3,51
SHP01103,Nagpur,Ranchi,Curd,Non-Refrigerated Truck,State Highway,Clear,195,14880,104.81,45,36.23,9137.17,2997.63,5646.75,1011.31,70311.8,15
SHP01104,Patna,Pune,Cheese,Refrigerated Truck,State Highway,Clear,1599,2707,100.56,56,36.61,8078.97,1914.71,2264.6,2481.91,24866.52,22
SHP01105,Pune,Ranchi,Fresh Vegetables,Mini Van,Urban Road,Foggy,232,13969,99.17,67,53.2,1549.89,3535.05,3016.33,2804.14,75443.2,42
SHP01106,Jaipur,Bhopal,Frozen Peas,Non-Refrigerated Truck,National Highway,Foggy,364,9471,88.02,49,34.59,10589.7,2738.66,7022.58,2370.02,71175.53,12
SHP01107,Ranchi,Nagpur,Curd,Refrigerated Truck,State Highway,Clear,708,7767,105.2,48,19.94,14457.19,4230.77,6620.72,3095.79,46242.96,31
SHP01108,Ahmedabad,Raipur,Milk,Mini Van,State Highway,Clear,1045,1055,106.76,30,24.28,7147.46,1512.18,4997.49,1690.15,11924.38,68
SHP01109,Bhubaneswar,Indore,Fresh Fruits,Mini Van,Urban Road,Clear,701,8660,90.89,52,54.21,7951.56,690.03,3510.97,1761.02,7904.22,23
SHP01110,Bhubaneswar,Bhopal,Cheese,Non-Refrigerated Truck,Urban Road,Rainy,1733,7325,107.79,38,8.83,6066.29,215.43,5453.71,3784.78,84398.84,33
SHP01111,Pune,Patna,Meat,Mini Van,National Highway,Rainy,942,3592,111.38,57,61.18,13190.6,3766.54,2207.62,3667.03,16156.93,69
SHP01112,Chennai,Kolkata,Fresh Fruits,Non-Refrigerated Truck,Urban Road,Foggy,2133,1773,90.24,49,43.59,13953.04,3076.76,4032.07,970.76,110034.29,32
SHP01113,Bhubaneswar,Mumbai,Meat,Mini Van,State Highway,Rainy,2052,1712,98.56,45,53.43,6257.76,487.58,4521.02,1208.22,21895.24,62
SHP01114,Lucknow,Bhubaneswar,Fresh Vegetables,Refrigerated Truck,Urban Road,Hot,1114,9485,111.29,42,27.37,13417.69,4231.64,4230.35,2399.66,68282.94,44
SHP01115,Pune,Mumbai,Milk,Refrigerated Truck,National Highway,Clear,218,3219,99.62,62,19.15,3463.38,2490.49,3930.93,2364.63,94068.25,18
SHP01116,Raipur,Patna,Cheese,Mini Van,National Highway,Foggy,220,1562,109.46,32,58.71,7139.23,2414.32,3629.28,590.74,103627.66,68
SHP01117,Nagpur,Patna,Cheese,Non-Refrigerated Truck,State Highway,Rainy,788,16642,91.47,44,10.95,4152.81,3485.86,5047.35,3681.82,106971.97,45
